Transaction Code,Transaction Description,Transaction Category,Posting date of transaction,Transaction Date,Merchant Info DBA Name,Transaction Amount,Debit or Credit,Merchant Category Code,Merchant City,Merchant Country,Merchant Postal Code,Merchant State/Province,Conversion Rate
3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,0001,14-10-2025,10-10-2025,WSDOT COMMERCIAL VEHIC,1304.17,Debit,9399,TUMWATER,USA,98504,WA,1.397399288
3001,BB OF TOLLESON #100 TOLLESON AZ,0001,14-10-2025,13-10-2025,BB OF TOLLESON #100,116.1,Debit,7542,TOLLESON,USA,853531748,AZ,1.403593556
3001,TXDMV OS PERMIT TPE AUSTIN TX,0001,14-10-2025,10-10-2025,TXDMV OS PERMIT TPE,309.01,Debit,9399,AUSTIN,USA,78731,TX,1.402316495
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,14-10-2025,10-10-2025,AB TRANSP 403-340-5075,285,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,DTA EPRO PERMITTING SY PHOENIX AZ,0001,14-10-2025,13-10-2025,DTA EPRO PERMITTING SY,107.91,Debit,9399,PHOENIX,USA,85007,AZ,1.403733333
3001,PETRO #339 SPOKANE SPOKANE WA,0001,14-10-2025,10-10-2025,PETRO #339 SPOKANE,1219.28,Debit,5541,SPOKANE,USA,99224,WA,1.402296412
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,14-10-2025,09-10-2025,AB TRANSP 403-340-5075,164.75,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,VCN*IDAHODOT BOISE ID,0001,14-10-2025,13-10-2025,VCN*IDAHODOT,65.26,Debit,9399,BOISE,USA,83703,ID,1.403659612
3001,SPEEDWAY 46278 YUMA AZ,0001,14-10-2025,13-10-2025,SPEEDWAY 46278,21.22,Debit,5541,YUMA,USA,85365,AZ,1.403389831
3001,NF BRIDGE COMMISSION L NIAGARA ON TH ON,0001,14-10-2025,11-10-2025,NF BRIDGE COMMISSION L,70,Debit,4784,NIAGARA ON TH,CAN,L0S 1J0,ON,0
3001,VCN*IDAHODOT BOISE ID,0001,14-10-2025,10-10-2025,VCN*IDAHODOT,118.74,Debit,9399,BOISE,USA,83703,ID,1.402251543
3001,LOVE'S #0789 INSIDE GREAT FALLS MT,0001,14-10-2025,11-10-2025,LOVE'S #0789 INSIDE,1107.37,Debit,5541,GREAT FALLS,USA,59404,MT,1.403702982
3001,LOVE'S #0514 INSIDE RITZVILLE WA,0001,14-10-2025,11-10-2025,LOVE'S #0514 INSIDE,877.68,Debit,5541,RITZVILLE,USA,99169,WA,1.4036983
3001,PETRO #315 KINGMAN KINGMAN AZ,0001,14-10-2025,12-10-2025,PETRO #315 KINGMAN,790.24,Debit,5541,KINGMAN,USA,86401,AZ,1.403703299
3001,CENEX-FARMERS UNION OI WILTON ND,0001,14-10-2025,12-10-2025,CENEX-FARMERS UNION OI,500.13,Debit,5541,WILTON,USA,58579,ND,1.403711162
3001,NV DOT-PERMITS CARSON CITY NV,0001,14-10-2025,13-10-2025,NV DOT-PERMITS,35.97,Debit,9399,CARSON CITY,USA,98712,NV,1.4036
3001,IN *CHESAPEAKE VEHICLE 201-6755085 NJ,0001,14-10-2025,10-10-2025,IN *CHESAPEAKE VEHICLE,154.52,Debit,4789,201-6755085,USA,071054101,NJ,1.402325581
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,14-10-2025,10-10-2025,AB TRANSP 403-340-5075,542,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,BC PERMIT CENTRE VICTORIA BC,0001,14-10-2025,10-10-2025,BC PERMIT CENTRE,129,Debit,9399,VICTORIA,CAN,V8W9T5,BC,0
3001,FLYING J 687 NORTH PLATTE NE,0001,14-10-2025,09-10-2025,FLYING J 687,917.28,Debit,5541,NORTH PLATTE,USA,69101,NE,1.402306595
3001,SQ *TACOMA WWIT Tacoma WA,0001,14-10-2025,10-10-2025,SQ *TACOMA WWIT,143.88,Debit,4121,Tacoma,USA,98421,WA,1.4037
3001,NF BRIDGE COMMISSION L NIAGARA ON TH ON,0001,14-10-2025,11-10-2025,NF BRIDGE COMMISSION L,70,Debit,4784,NIAGARA ON TH,CAN,L0S 1J0,ON,0
3001,IDEMIA TSA TWIC BEDFORD MA,0001,14-10-2025,13-10-2025,IDEMIA TSA TWIC,178.41,Debit,9399,BEDFORD,USA,01730,MA,1.403709677
3001,LinkedIn SN P620192016 Mountain View CA,0001,14-10-2025,11-10-2025,LinkedIn SN P620192016,1079.88,Debit,5968,Mountain View,USA,94043,CA,0
3001,LOVE'S #0413 INSIDE ELLENSBURG WA,0001,14-10-2025,13-10-2025,LOVE'S #0413 INSIDE,719.4,Debit,5541,ELLENSBURG,USA,98926,WA,1.4037
3001,LOVE'S #0448 INSIDE TACOMA WA,0001,14-10-2025,10-10-2025,LOVE'S #0448 INSIDE,659.13,Debit,5541,TACOMA,USA,98424,WA,1.403702168
3001,LOVE'S #0835 INSIDE FILLMORE UT,0001,14-10-2025,12-10-2025,LOVE'S #0835 INSIDE,860.07,Debit,5541,FILLMORE,USA,84631,UT,1.40370042
3001,PZG**MT DEPT TRANSPORT HELENA MT,0001,14-10-2025,10-10-2025,PZG**MT DEPT TRANSPORT,545.3,Debit,9399,HELENA,USA,59601,MT,1.403693931
3001,PILOT 914 MISSOULA MT,0001,14-10-2025,12-10-2025,PILOT 914,505.91,Debit,5541,MISSOULA,USA,59808,MT,1.403702861
3001,PZG**MT DEPT TRANSPORT HELENA MT,0001,14-10-2025,09-10-2025,PZG**MT DEPT TRANSPORT,101.98,Debit,9399,HELENA,USA,59601,MT,1.402255109
3001,FLYING J 640 JEROME ID,0001,14-10-2025,11-10-2025,FLYING J 640,1068.56,Debit,5541,JEROME,USA,83338,ID,1.403700113
3001,AMZN Mktp CA*NF34G6IN0 866-216-1072 ON,0001,14-10-2025,10-10-2025,AMZN Mktp CA*NF34G6IN0,11.71,Debit,4816,866-216-1072,CAN,M5J 2T3,ON,0
3001,MICROTEL INNS AND SUIT LOVELAND CO,0001,14-10-2025,11-10-2025,MICROTEL INNS AND SUIT,208.35,Debit,3613,LOVELAND,USA,805389692,CO,1.403701402
3001,PILOT 1299 HENRIETTA TX,0001,14-10-2025,12-10-2025,PILOT 1299,1036.53,Debit,5541,HENRIETTA,USA,76365,TX,1.403695067
3001,PILOT 1103 ARLINGTON WA,0001,14-10-2025,13-10-2025,PILOT 1103,1438.69,Debit,5541,ARLINGTON,USA,98223,WA,1.4036
3001,VCN*IDAHODOT BOISE ID,0001,14-10-2025,10-10-2025,VCN*IDAHODOT,66.86,Debit,9399,BOISE,USA,83703,ID,1.402192605
3001,DTA EPRO PERMITTING SY PHOENIX AZ,0001,14-10-2025,13-10-2025,DTA EPRO PERMITTING SY,107.91,Debit,9399,PHOENIX,USA,85007,AZ,1.403733333
3001,PILOT 917 GREAT FALLS MT,0001,14-10-2025,09-10-2025,PILOT 917,299.26,Debit,5541,GREAT FALLS,USA,59404,MT,1.39740583
3001,UDOT PURCHASES 801-964-4435 UT,0001,14-10-2025,11-10-2025,UDOT PURCHASES,43.16,Debit,9399,801-964-4435,USA,84119,UT,1.403666667
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,0001,14-10-2025,10-10-2025,OKC SIZE & WEIGHTS PER,137.52,Debit,9399,OKLAHOMA CITY,USA,73105,OK,1.402278428
3001,LOVE'S #0340 INSIDE LAS VEGAS NV,0001,15-10-2025,14-10-2025,LOVE'S #0340 INSIDE,854.28,Debit,5541,LAS VEGAS,USA,89165,NV,1.403593863
3001,PILOT 432 ROBINSON TX,0001,15-10-2025,14-10-2025,PILOT 432,556.69,Debit,5541,ROBINSON,USA,76706,TX,1.403602626
3001,SUPER DUPER BOOMTOWN SUMAS WA,0001,15-10-2025,13-10-2025,SUPER DUPER BOOMTOWN,14.39,Debit,5541,SUMAS,USA,98295,WA,1.404
3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,0001,15-10-2025,14-10-2025,WSDOT COMMERCIAL VEHIC,66.63,Debit,9399,TUMWATER,USA,98504,WA,1.402373247
3001,CLEARWATER CARWASH/O9N ST. ALBERT AB,0001,15-10-2025,14-10-2025,CLEARWATER CARWASH/O9N,27.3,Debit,7542,ST. ALBERT,CAN,T8N5E1,AB,0
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,15-10-2025,14-10-2025,DTOPS SINGLE CROSSING,19.35,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.403717472
3001,SUPER DUPER BOOMTOWN SUMAS WA,0001,15-10-2025,13-10-2025,SUPER DUPER BOOMTOWN,14.39,Debit,5541,SUMAS,USA,98295,WA,1.404
3001,BC PERMIT CENTRE VICTORIA BC,0001,15-10-2025,13-10-2025,BC PERMIT CENTRE,152,Debit,9399,VICTORIA,CAN,V8W9T5,BC,0
3001,A30 EXPRESS SALABERRY-DE- QC,0001,15-10-2025,13-10-2025,A30 EXPRESS,17.25,Debit,4784,SALABERRY-DE-,CAN,J6S0J8,QC,0
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,15-10-2025,13-10-2025,AB TRANSP 403-340-5075,218,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,PILOT 1025 CHANNELVIEW TX,0001,15-10-2025,14-10-2025,PILOT 1025,452.22,Debit,5541,CHANNELVIEW,USA,77530,TX,1.403588585
3001,EDMONTON KUBOTA EDMONTON AB,0001,15-10-2025,14-10-2025,EDMONTON KUBOTA,1082.41,Debit,0763,EDMONTON,CAN,T5V 1S7,AB,0
3001,BRANDT TRACTOR WHITBY ON,0001,15-10-2025,14-10-2025,BRANDT TRACTOR,1513.58,Debit,5599,WHITBY,CAN,L1N 2C2,ON,0
3001,TA PHOENIX PHOENIX AZ,0001,15-10-2025,14-10-2025,TA PHOENIX,31.75,Debit,5541,PHOENIX,USA,85043,AZ,1.408181818
3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,0001,15-10-2025,14-10-2025,WSDOT COMMERCIAL VEHIC,1524.93,Debit,9399,TUMWATER,USA,98504,WA,1.403700454
3001,TXDMV OS PERMIT TPE AUSTIN TX,0001,15-10-2025,14-10-2025,TXDMV OS PERMIT TPE,691.76,Debit,9399,AUSTIN,USA,78731,TX,1.403593786
3001,GLASVAN TRAILERS WHITBY ON,0001,16-10-2025,15-10-2025,GLASVAN TRAILERS,664.73,Debit,5561,WHITBY,CAN,L1N2C2,ON,0
3001,SQ *TACOMA WWIT Tacoma WA,0001,16-10-2025,15-10-2025,SQ *TACOMA WWIT,144.07,Debit,4121,Tacoma,USA,98421,WA,1.4056
3001,ROJ ENTERPRISES INC. KAMLOOPS BC,0001,16-10-2025,15-10-2025,ROJ ENTERPRISES INC.,1339.79,Debit,7538,KAMLOOPS,CAN,V2H1C4,BC,0
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,16-10-2025,14-10-2025,AB TRANSP 403-340-5075,170,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,0001,16-10-2025,15-10-2025,WSDOT COMMERCIAL VEHIC,62.24,Debit,9399,TUMWATER,USA,98504,WA,1.403606103
3001,LOVE'S #0772 INSIDE BATH NY,0001,16-10-2025,15-10-2025,LOVE'S #0772 INSIDE,689.25,Debit,5541,BATH,USA,14810,NY,1.405602007
3001,SYLECTUS 905-287-1321 ON,0001,16-10-2025,16-10-2025,SYLECTUS,978.6,Debit,5817,905-287-1321,CAN,L5L 6A9,ON,0
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,16-10-2025,14-10-2025,AB TRANSP 403-340-5075,2,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,BC PERMIT CENTRE VICTORIA BC,0001,16-10-2025,14-10-2025,BC PERMIT CENTRE,248,Debit,9399,VICTORIA,CAN,V8W9T5,BC,0
3001,TA PHOENIX PHOENIX AZ,0001,16-10-2025,15-10-2025,TA PHOENIX,31.69,Debit,5541,PHOENIX,USA,85043,AZ,1.405454545
3001,CHRIS PAGE AND ASSOCIA EDMONTON AB,0001,16-10-2025,14-10-2025,CHRIS PAGE AND ASSOCIA,118.48,Debit,7399,EDMONTON,CAN,T5L 3B2,AB,0
3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,0001,16-10-2025,15-10-2025,WSDOT COMMERCIAL VEHIC,78.55,Debit,9399,TUMWATER,USA,98504,WA,1.403736948
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,16-10-2025,14-10-2025,AB TRANSP 403-340-5075,2,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,AMZN Mktp CA*NM4B08QC1 866-216-1072 ON,0001,16-10-2025,16-10-2025,AMZN Mktp CA*NM4B08QC1,37.86,Debit,4816,866-216-1072,CAN,M5J 2T3,ON,0
3001,LOVE'S #0448 INSIDE TACOMA WA,0001,16-10-2025,15-10-2025,LOVE'S #0448 INSIDE,1440.74,Debit,5541,TACOMA,USA,98424,WA,1.4056
3001,PILOT 917 GREAT FALLS MT,0001,16-10-2025,15-10-2025,PILOT 917,861.68,Debit,5541,GREAT FALLS,USA,59404,MT,1.405597913
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,16-10-2025,14-10-2025,AB TRANSP 403-340-5075,170,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,17-10-2025,16-10-2025,DTOPS SINGLE CROSSING,29.97,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.405769231
3001,VCN*IDAHODOT BOISE ID,0001,17-10-2025,16-10-2025,VCN*IDAHODOT,67.49,Debit,9399,BOISE,USA,83703,ID,1.405636208
3001,PZG**MT DEPT TRANSPORT HELENA MT,0001,17-10-2025,16-10-2025,PZG**MT DEPT TRANSPORT,15.49,Debit,9399,HELENA,USA,59601,MT,1.405581395
3001,TA #215 HARBORCREEK ERIE PA,0001,17-10-2025,16-10-2025,TA #215 HARBORCREEK,864.87,Debit,5541,ERIE,USA,16510,PA,1.4063
3001,VCN*KANSASMVPERMIT TOPEKA KS,0001,17-10-2025,16-10-2025,VCN*KANSASMVPERMIT,293.91,Debit,9399,TOPEKA,USA,66611,KS,1.405588235
3001,SD DEPT OF TRANS OPS PIERRE SD,0001,17-10-2025,16-10-2025,SD DEPT OF TRANS OPS,785.62,Debit,9399,PIERRE,USA,57501,SD,1.40560069
3001,TA PHOENIX PHOENIX AZ,0001,17-10-2025,16-10-2025,TA PHOENIX,31.71,Debit,5541,PHOENIX,USA,85043,AZ,1.406363636
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,0001,17-10-2025,15-10-2025,DEPT OF TRANS TRUCKPER,38.61,Debit,9399,LINCOLN,USA,685082532,NE,1.408224299
3001,WAL-MART #3637 SPRUCE GROVE AB,0001,17-10-2025,15-10-2025,WAL-MART #3637,27.97,Debit,5411,SPRUCE GROVE,CAN,T7X 4H4,AB,0
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,17-10-2025,15-10-2025,AB TRANSP 403-340-5075,258,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,17-10-2025,15-10-2025,AB TRANSP 403-340-5075,221,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,PETRO #339 SPOKANE SPOKANE WA,0001,17-10-2025,16-10-2025,PETRO #339 SPOKANE,1272.69,Debit,5541,SPOKANE,USA,99224,WA,1.406299551
3001,A30 EXPRESS SALABERRY-DE- QC,0001,17-10-2025,16-10-2025,A30 EXPRESS,17.25,Debit,4784,SALABERRY-DE-,CAN,J6S0J8,QC,0
3001,Amazon.ca*NM7QR16A1 866-216-1072 ON,0001,17-10-2025,16-10-2025,Amazon.ca*NM7QR16A1,26.59,Debit,4816,866-216-1072,CAN,M5J 2T3,ON,0
3001,SHELL FLYING J 852 LANCASTER ON,0001,17-10-2025,16-10-2025,SHELL FLYING J 852,25,Debit,5541,LANCASTER,CAN,K0C1N0,ON,0
3001,PZG**MT DEPT TRANSPORT HELENA MT,0001,17-10-2025,16-10-2025,PZG**MT DEPT TRANSPORT,339.3,Debit,9399,HELENA,USA,59601,MT,1.405605096
3001,FLYING J 550 MINOT ND,0001,17-10-2025,16-10-2025,FLYING J 550,461.21,Debit,5542,MINOT,USA,58701,ND,1.406300788
3001,IN *CHESAPEAKE VEHICLE 201-6755085 NJ,0001,17-10-2025,16-10-2025,IN *CHESAPEAKE VEHICLE,124.32,Debit,4789,201-6755085,USA,071054101,NJ,1.40626087
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,17-10-2025,16-10-2025,DTOPS SINGLE CROSSING,29.97,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.405769231
3001,1000 ISLANDS BRIDGE AU LANSDOWNE ON,0001,17-10-2025,16-10-2025,1000 ISLANDS BRIDGE AU,23.75,Debit,4784,LANSDOWNE,CAN,K0E1L0,ON,0
3001,COFFEE CUP #8 VIVIAN SD,0001,20-10-2025,19-10-2025,COFFEE CUP #8,717.34,Debit,5541,VIVIAN,USA,57576,SD,1.406996381
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,20-10-2025,18-10-2025,DTOPS SINGLE CROSSING,30,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.407211538
3001,LOVE'S #0772 INSIDE BATH NY,0001,20-10-2025,19-10-2025,LOVE'S #0772 INSIDE,592.72,Debit,5541,BATH,USA,14810,NY,1.406992871
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,0001,20-10-2025,19-10-2025,OKC SIZE & WEIGHTS PER,63,Debit,9399,OKLAHOMA CITY,USA,73105,OK,1.407051282
3001,IOWA 80 TRUCKSTOP FU WALCOTT IA,0001,20-10-2025,17-10-2025,IOWA 80 TRUCKSTOP FU,101.83,Debit,5541,WALCOTT,USA,52773,IA,1.407024501
3001,AMZN Mktp CA*NU3L13GJ0 TORONTO ON,0001,20-10-2025,19-10-2025,AMZN Mktp CA*NU3L13GJ0,26.99,Debit,4816,TORONTO,CAN,M5J 2T3,ON,0
3001,ALLSUPS 2415 MERIDIAN TX,0001,20-10-2025,16-10-2025,ALLSUPS 2415,806.97,Debit,5541,MERIDIAN,USA,76665,TX,1.406301913
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,20-10-2025,16-10-2025,AB TRANSP 403-340-5075,245,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,MR FUEL 1203 MERIDIAN MS,0001,20-10-2025,18-10-2025,MR FUEL 1203,729.02,Debit,5541,MERIDIAN,USA,39307,MS,1.407002967
3001,PILOT 049 OAK GROVE KY,0001,20-10-2025,18-10-2025,PILOT 049,373.03,Debit,5542,OAK GROVE,USA,42262,KY,1.406982139
3001,NDHP-E PERMIT BISMARCK ND,0001,20-10-2025,19-10-2025,NDHP-E PERMIT,682.24,Debit,9399,BISMARCK,USA,58505,ND,1.406296218
3001,VCN*KANSASMVPERMIT TOPEKA KS,0001,20-10-2025,19-10-2025,VCN*KANSASMVPERMIT,63.46,Debit,9399,TOPEKA,USA,66611,KS,1.407045455
3001,DOLLAR TREE CANADA #40 EDMONTON AB,0001,20-10-2025,17-10-2025,DOLLAR TREE CANADA #40,7.35,Debit,5331,EDMONTON,CAN,T5S2V9,AB,0
3001,IOWA 80 TRUCKSTOP WALCOTT IA,0001,20-10-2025,17-10-2025,IOWA 80 TRUCKSTOP,18.5,Debit,5541,WALCOTT,USA,52773,IA,1.406858924
3001,NDHP-E PERMIT BISMARCK ND,0001,20-10-2025,20-10-2025,NDHP-E PERMIT,40.39,Debit,9399,BISMARCK,USA,58505,ND,1.407142857
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,0001,20-10-2025,19-10-2025,DEPT OF TRANS TRUCKPER,38.58,Debit,9399,LINCOLN,USA,685082532,NE,1.407102804
3001,COFFEE CUP #8 VIVIAN SD,0001,20-10-2025,19-10-2025,COFFEE CUP #8,464.47,Debit,5541,VIVIAN,USA,57576,SD,1.407004906
3001,NF BRIDGE COMMISSION L NIAGARA ON TH ON,0001,20-10-2025,17-10-2025,NF BRIDGE COMMISSION L,70,Debit,4784,NIAGARA ON TH,CAN,L0S 1J0,ON,0
3001,IOWA 80 TRUCKSTOP FU WALCOTT IA,0001,20-10-2025,17-10-2025,IOWA 80 TRUCKSTOP FU,633.91,Debit,5541,WALCOTT,USA,52773,IA,1.407007166
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,20-10-2025,17-10-2025,DTOPS SINGLE CROSSING,29.98,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.40625
3001,TXDMV OS PERMIT TPE AUSTIN TX,0001,20-10-2025,19-10-2025,TXDMV OS PERMIT TPE,310.04,Debit,9399,AUSTIN,USA,78731,TX,1.407014606
3001,LOVE'S #0276 INSIDE LORDSBURG NM,0001,20-10-2025,18-10-2025,LOVE'S #0276 INSIDE,1099.13,Debit,5541,LORDSBURG,USA,88045,NM,1.407004054
3001,TIM HORTONS #920249 NIAGARA FALLS NY,0001,20-10-2025,19-10-2025,TIM HORTONS #920249,13.46,Debit,5814,NIAGARA FALLS,USA,14304,NY,1.407288317
3001,FLYING J 965 ELLENSBURG WA,0001,20-10-2025,19-10-2025,FLYING J 965,1128.02,Debit,5541,ELLENSBURG,USA,98926,WA,1.406995922
3001,BB OF GIRARD # 57 GIRARD OH,0001,20-10-2025,17-10-2025,BB OF GIRARD # 57,109.46,Debit,7542,GIRARD,USA,444203130,OH,1.406982872
3001,SHELL OIL10083026020 SAUK CENTRE MN,0001,20-10-2025,17-10-2025,SHELL OIL10083026020,26.46,Debit,5541,SAUK CENTRE,USA,56378,MN,1.40653951
3001,IOWA 80 TRUCKSTOP WALCOTT IA,0001,20-10-2025,17-10-2025,IOWA 80 TRUCKSTOP,168.13,Debit,5541,WALCOTT,USA,52773,IA,1.407016641
3001,PILOT 917 GREAT FALLS MT,0001,20-10-2025,17-10-2025,PILOT 917,832.56,Debit,5541,GREAT FALLS,USA,59404,MT,1.407005145
3001,SXM*SIRIUSXM.COM/ACCT NEW YORK NY,0001,20-10-2025,18-10-2025,SXM*SIRIUSXM.COM/ACCT,61.97,Debit,4899,NEW YORK,USA,10012,NY,1.407028159
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,20-10-2025,17-10-2025,AB TRANSP 403-340-5075,129,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,ONE9 #1482 SAUK CENTRE MN,0001,20-10-2025,17-10-2025,ONE9 #1482,407.68,Debit,5542,SAUK CENTRE,USA,56378,MN,1.406286462
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,0001,20-10-2025,19-10-2025,OKC SIZE & WEIGHTS PER,212.98,Debit,9399,OKLAHOMA CITY,USA,73105,OK,1.407028711
3001,LOVE'S #0772 INSIDE BATH NY,0001,20-10-2025,17-10-2025,LOVE'S #0772 INSIDE,2.88,Debit,5541,BATH,USA,14810,NY,1.405
3001,AB TRANSP 403-340-5075 EDMONTON AB,0001,20-10-2025,17-10-2025,AB TRANSP 403-340-5075,123,Debit,9399,EDMONTON,CAN,T5K2C3,AB,0
3001,BB OF EFFINGHAM WEST # EFFINGHAM IL,0001,20-10-2025,18-10-2025,BB OF EFFINGHAM WEST #,124.31,Debit,7542,EFFINGHAM,USA,624011990,IL,1.406960557
3001,MI SUPERLOAD WINNIPEG MB,0001,20-10-2025,17-10-2025,MI SUPERLOAD,204.41,Debit,8220,WINNIPEG,CAN,R3H0C4,MB,0
3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,0001,20-10-2025,17-10-2025,WSDOT COMMERCIAL VEHIC,1070.51,Debit,9399,TUMWATER,USA,98504,WA,1.408306365
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,20-10-2025,18-10-2025,DTOPS SINGLE CROSSING,30,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.407211538
3001,LOVE'S #0772 INSIDE BATH NY,0001,20-10-2025,17-10-2025,LOVE'S #0772 INSIDE,720.74,Debit,5541,BATH,USA,14810,NY,1.406291874
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,0001,20-10-2025,17-10-2025,DTOPS SINGLE CROSSING,19.38,Debit,9399,INDIANAPOLIS,USA,46278,IN,1.405947955
3001,VCN*KANSASMVPERMIT TOPEKA KS,0001,20-10-2025,19-10-2025,VCN*KANSASMVPERMIT,63.46,Debit,9399,TOPEKA,USA,66611,KS,1.407045455
3001,CAT SCALE COMPANY 5632846263 IA,0001,20-10-2025,18-10-2025,CAT SCALE COMPANY,25,Debit,5046,5632846263,USA,52773,IA,0
3001,FRONTIER TRAVEL CENTER BOWMAN ND,0001,20-10-2025,19-10-2025,FRONTIER TRAVEL CENTER,558.97,Debit,5541,BOWMAN,USA,58623,ND,1.407002245
3001,BB OF SHREVEPORT #33 SHREVEPORT LA,0001,20-10-2025,18-10-2025,BB OF SHREVEPORT #33,89.55,Debit,7542,SHREVEPORT,USA,71129,LA,1.406924316
3001,PILOT 095 WILDWOOD FL,0001,20-10-2025,19-10-2025,PILOT 095,508.35,Debit,5541,WILDWOOD,USA,34785,FL,1.406990269
3001,PETRO #315 KINGMAN KINGMAN AZ,0001,20-10-2025,17-10-2025,PETRO #315 KINGMAN,943.73,Debit,5541,KINGMAN,USA,86401,AZ,1.406995935
3001,TA # 146 CARTERSVIL CARTERSVILLE GA,0001,20-10-2025,18-10-2025,TA # 146 CARTERSVIL,360.34,Debit,5541,CARTERSVILLE,USA,30121,GA,1.406987913
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,0001,20-10-2025,17-10-2025,OKC SIZE & WEIGHTS PER,2326.63,Debit,9399,OKLAHOMA CITY,USA,73105,OK,1.406299564
3001,TA MOCKSVILLE MOCKSVILLE NC,0001,20-10-2025,19-10-2025,TA MOCKSVILLE,611.34,Debit,5541,MOCKSVILLE,USA,27028,NC,1.407006369
3001,KIMBERS STAPLETON NE,0001,20-10-2025,18-10-2025,KIMBERS,760.79,Debit,5541,STAPLETON,USA,69163,NE,1.406991072
3001,COFFEE CUP #8 VIVIAN SD,0001,20-10-2025,19-10-2025,COFFEE CUP #8,520.46,Debit,5541,VIVIAN,USA,57576,SD,1.406993821
3001,TOOT'N TOTUM #100 - PERRTYON TX,0001,20-10-2025,17-10-2025,TOOT'N TOTUM #100 -,866.44,Debit,5541,PERRTYON,USA,79070,TX,1.406997453
3001,OHIO CAT 04 GIRARD OH,0001,20-10-2025,17-10-2025,OHIO CAT 04,260.09,Debit,5046,GIRARD,USA,44420,OH,1.406284638
3001,NDHP-E PERMIT BISMARCK ND,0001,20-10-2025,20-10-2025,NDHP-E PERMIT,40.39,Debit,9399,BISMARCK,USA,58505,ND,1.407142857
3001,BambooHRLLC Draper UT,0001,20-10-2025,19-10-2025,BambooHRLLC,532.68,Debit,7399,Draper,USA,84020,UT,1.4070013
3001,SD DEPT OF TRANS OPS PIERRE SD,0001,20-10-2025,17-10-2025,SD DEPT OF TRANS OPS,36.06,Debit,9399,PIERRE,USA,57501,SD,1.4072
3001,SD DEPT OF TRANS OPS PIERRE SD,0001,20-10-2025,18-10-2025,SD DEPT OF TRANS OPS,36.06,Debit,9399,PIERRE,USA,57501,SD,1.4072
3001,TXDMV OS PERMIT TPE AUSTIN TX,0001,20-10-2025,19-10-2025,TXDMV OS PERMIT TPE,88.86,Debit,9399,AUSTIN,USA,78731,TX,1.407076773
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,0001,20-10-2025,19-10-2025,DEPT OF TRANS TRUCKPER,24.16,Debit,9399,LINCOLN,USA,685082532,NE,1.407164179
